,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5
2280,N,False,0.0,0.0,0.0,0.0,0.0
2281,N,False,0.0,2.5422,0.0,0.0,0.0
2282,N,False,2.3337,0.0,0.0,1.8636,1.8575
2283,N,False,0.0,0.0,0.0,0.0,0.0
2284,N,False,0.0,0.0,0.0,0.0,0.0
2285,N,False,3.1865,3.2084,3.1118,3.068,2.9971
2286,N,False,2.3651,2.9563,2.6399,1.9166,2.3899
2287,N,False,0.0,0.0,0.0,0.0,0.0
2288,N,False,2.9846,2.2839,2.3766,2.557,2.3651
2289,N,False,2.5642,2.6689,2.6796,2.7886,2.5582
2290,N,False,3.6792,3.5911,3.726,3.707,3.5778
2291,N,False,4.1948,4.1689,4.1842,4.1732,4.1714
2292,N,False,2.3105,2.3124,2.2932,2.5017,2.5047
2293,N,False,3.1127,3.2056,3.0128,3.1702,2.6611
2294,N,False,0.0,2.2247,2.2464,2.2838,2.4479
2295,N,False,3.0302,3.2934,3.1926,3.6279,3.2317
2296,N,False,3.6296,3.695,3.6501,3.5757,3.6792
2297,N,False,0.60945,0.0,2.0614,2.056,1.6458
2298,N,False,3.5061,3.3863,3.2549,3.3405,3.4666
2299,N,False,0.0,2.1365,0.0,0.0,0.0
2300,N,False,0.0,0.0,0.0,0.0,0.0
2301,N,False,2.4065,2.638,2.3988,2.564,2.3432
2302,N,False,3.4191,3.3987,3.3741,3.5099,3.3663
2303,N,False,0.0,0.0,0.0,0.0,0.0
2304,N,False,3.5204,3.5029,3.4814,3.5031,3.4442
2305,N,False,2.7563,0.0,0.0,0.0,0.0
2306,N,False,2.7688,2.8809,2.4299,1.9332,1.9394
2307,N,False,2.8269,2.9358,3.4027,3.3932,2.5173
2308,N,False,0.0,0.0,0.0,0.0,0.0
2309,N,False,3.8158,3.9133,4.0635,3.916,4.0121
2310,N,False,0.0,0.0,0.0,0.0,0.0
2311,N,False,2.8736,2.737,2.831,2.7416,0.0
2312,N,False,2.4908,2.734,0.0,2.3919,2.6015
2313,N,False,0.0,0.0,0.0,0.0,0.0
2314,N,False,2.1856,2.378,2.3631,2.7981,2.7455
2315,N,False,0.0,0.0,0.0,0.0,0.0
2316,N,False,3.1357,3.1676,2.6274,2.9801,3.0908
2317,N,False,0.0,2.9575,2.7367,2.7993,0.0
2318,N,False,0.0,0.0,0.0,0.0,0.0
2319,N,False,0.0,0.0,0.0,0.0,0.0
2320,N,False,1.5706,0.0,0.0,0.0,0.0
2321,N,False,0.0,0.0,2.3533,2.2327,2.2097
2322,N,False,1.2803,1.6193,1.5902,0.0,0.0
2323,N,False,2.4437,2.4491,0.0,0.0,0.0
2324,N,False,0.0,0.0,0.0,0.0,0.0
2325,N,False,1.7415,1.7189,0.0,0.0,0.0
2326,N,False,0.0,0.0,0.0,0.0,0.0
2327,N,False,2.7776,3.0736,2.8091,2.5156,2.068
2328,N,False,0.0,2.0909,2.4964,2.4299,2.4188
2329,N,False,2.1548,2.1448,2.155,0.0,0.0
2330,N,False,0.0,0.0,2.4832,2.486,0.0
2331,N,False,4.0699,4.0301,4.0885,4.1139,4.0136
2332,N,False,4.0699,4.0301,4.0885,4.1139,4.0136
2333,N,False,4.0699,4.0301,4.0885,4.1139,4.0136
2334,N,False,3.8934,3.8003,3.8838,3.8054,3.7377
2335,N,False,2.0697,1.8937,1.8925,1.5776,1.595
2336,N,False,3.3484,3.4901,3.4491,3.3717,3.5435
2337,N,False,3.1376,3.3337,3.5213,3.7827,3.7363
2338,N,False,3.7607,3.7811,3.6524,3.6191,3.6506
2339,N,False,0.0,0.0,0.0,0.0,2.4356
2340,N,False,0.0,0.0,0.0,0.0,0.0
2341,N,False,1.9729,0.0,0.0,0.0,0.0
2342,N,False,3.1125,3.1125,3.1154,3.1639,3.0278
2343,N,False,0.0,1.9787,0.0,0.0,0.0
2344,N,False,0.0,2.0032,0.0,0.0,0.0
2345,N,False,2.1033,2.092,2.7263,2.8257,2.6576
2346,N,False,2.3365,2.3295,2.024,0.0,0.0
2347,N,False,3.2815,3.4144,2.9714,3.175,2.9679
2348,N,False,3.1443,3.1172,3.1187,3.1028,3.3007
2349,N,False,0.0,0.0,0.0,0.0,0.0
2350,N,False,0.0,0.0,0.0,1.7565,0.0
2351,N,False,3.3053,3.3061,3.3981,3.3031,3.2594
2352,N,False,0.0,1.8507,1.9623,2.0591,1.8567
2353,N,False,0.0,0.0,0.0,0.0,0.0
2354,N,False,3.2279,3.2639,3.177,2.8857,2.9682
2355,N,False,4.159,4.2141,4.2348,4.2763,4.1483
2356,N,False,0.0,0.0,0.0,0.0,0.0
2357,N,False,2.531,2.5273,0.0,0.0,0.0
2358,N,False,0.0,0.0,0.0,0.0,0.0
2359,N,False,0.0,0.0,0.0,0.0,0.0
2360,N,False,0.0,0.0,0.0,0.0,0.0
2361,N,False,3.1147,3.081,3.0777,3.0756,2.6387
2362,N,False,0.0,0.0,0.0,0.0,0.0
2363,N,False,2.4924,2.547,2.6961,2.685,2.3817
2364,N,False,0.0,0.0,0.0,0.0,0.0
2365,N,False,0.0,2.9829,2.418,0.0,2.7164
2366,N,False,2.4327,0.0,0.0,0.0,0.0
2367,N,False,3.8266,3.7908,3.7662,3.8635,3.8662
2368,N,False,0.0,0.0,0.0,0.0,0.0
2369,N,False,0.0,0.0,1.9178,1.9069,0.0
2370,N,False,2.4334,2.2541,1.9455,0.0,0.0
2371,N,False,0.0,0.0,0.0,0.0,0.0
2372,N,False,0.0,0.0,2.9706,3.1374,3.0811
2373,N,False,0.0,0.0,0.0,0.0,0.0
2374,N,False,0.0,0.0,0.0,0.0,0.0
2375,N,False,1.9296,1.925,2.2288,2.2182,2.2105
2376,N,False,0.0,0.0,0.0,0.0,0.0
2377,N,False,0.0,0.0,0.0,0.0,0.0
2378,N,False,3.6479,3.7912,3.3723,3.3544,3.3812
2379,N,False,0.0,0.0,0.0,0.0,0.0
2380,N,False,1.773,0.0,0.0,0.0,0.0
2381,N,False,3.066,0.0,2.9556,3.0228,3.264
2382,N,False,0.0,0.0,0.0,0.0,0.0
2383,N,False,0.0,0.0,0.0,0.0,0.0
2384,N,False,0.0,0.0,0.0,0.0,0.0
2385,N,False,0.0,0.0,0.0,0.0,0.0
2386,N,False,1.9253,0.0,2.2194,2.0548,0.0
2387,N,False,0.0,0.0,0.0,0.0,0.0
2388,N,False,0.0,0.0,0.0,0.0,2.1571
2389,N,False,2.3011,2.3108,2.293,2.2887,2.3003
2390,N,False,0.0,2.2258,1.8192,1.8192,1.8129
2391,N,False,0.0,0.0,0.0,0.0,0.0
2392,N,False,2.676,2.6685,2.6603,2.6772,2.8647
2393,N,False,0.0,0.0,0.0,0.0,0.0
2394,N,False,0.0,0.0,0.0,0.0,0.0
2395,N,False,2.3769,2.2852,0.0,0.0,2.0924
2396,N,False,2.6126,2.8036,2.9038,2.8153,2.4715
2397,N,False,3.6265,3.6416,3.741,3.7372,3.7283
2398,N,False,0.0,0.0,0.0,0.0,0.0
2399,N,False,2.2856,2.4277,2.2709,2.2676,2.2581
2400,N,False,3.8658,3.8791,3.8691,3.8324,3.8286
2401,N,False,2.85,2.4421,2.6142,2.836,3.1003
2402,N,False,4.5964,4.5841,4.5283,4.4886,4.5193
2403,N,False,0.0,0.0,0.0,0.0,2.3086
2404,N,False,0.0,2.3577,2.36,2.2811,0.0
2405,N,False,3.2246,3.2366,3.231,3.4314,3.3926
2406,N,False,3.1834,3.3351,3.3872,3.1928,3.3409
2407,N,False,3.1416,3.3124,3.3662,3.366,3.4606
2408,N,False,0.0,0.0,0.0,0.0,0.0
2409,N,False,1.9326,1.9347,1.8931,2.0483,0.0
2410,N,False,0.0,0.0,0.0,1.9425,1.9426
2411,N,False,4.591,4.583,4.6312,4.6552,4.6701
2412,N,False,2.7519,2.7576,3.0933,2.7678,2.9491
2413,N,False,3.1987,3.1726,3.1927,3.1871,3.0423
2414,N,False,0.0,0.0,0.0,0.0,0.0
2415,N,False,4.7424,4.7511,4.722,4.7005,4.7213
2416,N,False,2.8558,3.2309,3.2184,2.8361,2.9394
2417,N,False,2.8663,2.7254,2.7768,2.8319,2.9214
2418,N,False,3.3782,3.229,3.1997,3.0999,2.6787
2419,N,False,3.1781,3.3503,3.5706,3.5128,3.1202
2420,N,False,3.0576,3.4116,3.4138,3.4983,3.5237
2421,N,False,3.6717,3.617,3.5251,3.5651,3.6556
2422,N,False,2.7952,2.7916,2.9432,2.9048,2.9163
2423,N,False,4.1745,4.2871,4.234,4.1626,4.0937
2424,N,False,1.9828,1.9847,1.9835,1.9731,1.988
2425,N,False,2.7809,2.8106,2.9026,2.8418,2.7693
